scenario_id,objective,normal_revenue,excess_revenue,planting_cost,total_production,normal_sales,excess_sales
0,21406360.575880315,25770836.872510955,0.0,4364476.29663064,5016295.549936952,4103118.4744098326,913177.0755271197
1,21422829.90177652,25787306.19840716,0.0,4364476.29663064,4996377.238834155,4100639.002347386,895738.2364867667
2,21063824.698125258,25428300.994755898,0.0,4364476.29663064,4937518.001551864,4056190.9416502244,881327.0599016392
3,21023262.769431464,25387739.066062104,0.0,4364476.29663064,4996966.772147273,4117952.9878978594,879013.7842494126
4,20999968.04245384,25364444.33908448,0.0,4364476.29663064,4924754.371429976,4034082.10253706,890672.2688929159
5,20803754.222766936,25168230.519397575,0.0,4364476.29663064,4944548.25148828,4009934.5883498285,934613.663138451
6,21488998.715401232,25853475.01203187,0.0,4364476.29663064,5050653.649964121,4130973.292098552,919680.3578655701
7,20934610.853463452,25299087.150094092,0.0,4364476.29663064,4920484.604175039,4027393.875192026,893090.7289830109
8,20972224.074838363,25336700.371469002,0.0,4364476.29663064,4889225.553804415,4027147.368723739,862078.1850806747
9,20999901.142661568,25364377.439292207,0.0,4364476.29663064,4998955.911521709,4050403.2199456347,948552.691576073
10,21068141.52081404,25432617.81744468,0.0,4364476.29663064,4896279.105799193,4048041.196850037,848237.9089491572
11,21051979.58075087,25416455.87738151,0.0,4364476.29663064,4966364.074696461,4080684.408452767,885679.6662436937
12,21276132.63469374,25640608.93132438,0.0,4364476.29663064,4929686.2733229995,4077585.6300558452,852100.643267154
13,20732310.509019963,25096786.805650603,0.0,4364476.29663064,4854971.172848507,4001465.047744245,853506.1251042628
14,20978537.272144675,25343013.568775315,0.0,4364476.29663064,4959772.979910021,4059045.7468719594,900727.2330380611
15,21528773.004399866,25893249.301030505,0.0,4364476.29663064,4975528.312070968,4123066.8478953256,852461.464175642
16,21387336.391102485,25751812.687733125,0.0,4364476.29663064,4964796.525002633,4056698.920429222,908097.6045734114
17,21609899.090830475,25974375.387461115,0.0,4364476.29663064,4961931.396492052,4126972.821699273,834958.5747927787
18,21181031.805235565,25545508.101866204,0.0,4364476.29663064,4955750.40582236,4089316.384784613,866434.0210377465
19,21040705.86846115,25405182.16509179,0.0,4364476.29663064,5023289.453492015,4104102.7376567805,919186.7158352355
20,20984328.62195578,25348804.918586418,0.0,4364476.29663064,4930290.335371128,4064205.008490463,866085.3268806668
21,21494127.488680273,25858603.785310913,0.0,4364476.29663064,4958448.46718719,4100132.0488358117,858316.4183513781
22,20904906.376013193,25269382.672643833,0.0,4364476.29663064,4848845.104657647,4012759.0481583467,836086.0564993008
23,21065825.712922398,25430302.009553038,0.0,4364476.29663064,4845641.655693762,4015063.3968212595,830578.2588725034
24,21286889.141147587,25651365.437778227,0.0,4364476.29663064,4931884.787730149,4073338.714945877,858546.0727842719
25,21037453.923078563,25401930.219709203,0.0,4364476.29663064,4929482.490820454,4049731.8748552706,879750.6159651848
26,21435576.956754986,25800053.253385626,0.0,4364476.29663064,5005405.452110606,4099268.0044419393,906137.4476686679
27,21453121.567556143,25817597.864186782,0.0,4364476.29663064,4904322.0505582495,4072203.5806098976,832118.4699483525
28,20821299.708528847,25185776.005159486,0.0,4364476.29663064,4957794.251659919,4004163.7089538975,953630.5427060205
29,21259881.34616826,25624357.6427989,0.0,4364476.29663064,4986241.368632424,4114231.0608038343,872010.3078285892
30,21114098.957323946,25478575.253954586,0.0,4364476.29663064,4993948.0819085175,4057997.198711565,935950.8831969529
31,21158043.700998385,25522519.997629024,0.0,4364476.29663064,4965415.052689836,4065040.1379222344,900374.9147676008
32,21317199.79517099,25681676.09180163,0.0,4364476.29663064,4994275.025776944,4128910.4818790117,865364.5438979327
33,21001834.268767748,25366310.565398388,0.0,4364476.29663064,4971765.665148153,4049021.8361119186,922743.8290362351
34,21195666.31934335,25560142.61597399,0.0,4364476.29663064,4941930.388125664,4052409.0733599956,889521.3147656685
35,21017517.147633545,25381993.444264185,0.0,4364476.29663064,4961884.48276607,4046729.707665688,915154.7751003809
36,21200376.86580023,25564853.16243087,0.0,4364476.29663064,4974419.964961044,4079199.287066863,895220.6778941818
37,21310734.793155704,25675211.089786343,0.0,4364476.29663064,4978199.58772661,4086059.234501063,892140.3532255475
38,20941327.308847748,25305803.605478387,0.0,4364476.29663064,4922010.3018224705,4066150.3289196175,855859.9729028532
39,21503725.36626033,25868201.66289097,0.0,4364476.29663064,4962429.88719741,4131065.2415176793,831364.6456797279
40,21464730.926698253,25829207.223328892,0.0,4364476.29663064,4987983.945048418,4147329.6774786087,840654.2675698103
41,21146046.12692956,25510522.4235602,0.0,4364476.29663064,4928569.751002074,4075121.0118029243,853448.7391991494
42,21148232.77599737,25512709.07262801,0.0,4364476.29663064,4860986.710213366,4019901.597521305,841085.1126920617
43,21193685.62960331,25558161.92623395,0.0,4364476.29663064,4968997.871289779,4083074.9736457528,885922.8976440276
44,21298579.417777736,25663055.714408375,0.0,4364476.29663064,4919201.564458395,4032356.2028184645,886845.3616399296
45,21233545.78405445,25598022.08068509,0.0,4364476.29663064,4974911.401870478,4092128.9901845846,882782.411685891
46,21148743.815640084,25513220.112270724,0.0,4364476.29663064,4938905.970156902,4093510.2279845322,845395.7421723696
47,21195335.65912715,25559811.95575779,0.0,4364476.29663064,5012882.042451348,4072609.194799916,940272.847651431
48,21214936.560583647,25579412.857214287,0.0,4364476.29663064,4925701.583652547,4046801.6783435685,878899.9053089774
49,20987360.993244406,25351837.289875045,0.0,4364476.29663064,4929291.322038137,4053068.5479479632,876222.7740901737
50,21341086.270793483,25705562.567424122,0.0,4364476.29663064,4936328.525195532,4086796.6321559963,849531.8930395371
51,21352618.368436866,25717094.665067505,0.0,4364476.29663064,4997885.501469968,4131367.5598251144,866517.941644854
52,21385684.06129614,25750160.35792678,0.0,4364476.29663064,5004641.092618216,4130613.61511039,874027.4775078256
53,20922080.980991654,25286557.277622294,0.0,4364476.29663064,4959738.022809824,4051076.1470828853,908661.8757269388
