year,crop_id,plot_type,season,demand,yield_per_mu,cost_per_mu,price
2024,1,山坡地,单季,54815.52090780439,331.77660267431287,420.0,3.25
2024,1,平旱地,单季,54815.52090780439,368.6406696381254,420.0,3.25
2024,1,梯田,单季,54815.52090780439,350.20863615621914,420.0,3.25
2024,2,山坡地,单季,20924.917763030822,409.48066068713536,420.0,7.5
2024,2,平旱地,单季,20924.917763030822,454.97851187459486,420.0,7.5
2024,2,梯田,单季,20924.917763030822,432.22958628086513,420.0,7.5
2024,3,山坡地,单季,21538.77063942093,329.6373377895918,367.5,8.25
2024,3,平旱地,单季,21538.77063942093,366.263708655102,367.5,8.25
2024,3,梯田,单季,21538.77063942093,347.9505232223469,367.5,8.25
2024,4,山坡地,单季,31626.775414918295,286.7117794464895,367.5,7.0
2024,4,平旱地,单季,31626.775414918295,318.56864382943274,367.5,7.0
2024,4,梯田,单季,31626.775414918295,300.36472132489376,367.5,7.0
2024,5,山坡地,单季,9466.87360835611,344.73162480978135,367.5,6.75
2024,5,平旱地,单季,9466.87360835611,381.50299812282475,367.5,6.75
2024,5,梯田,单季,9466.87360835611,363.1173114663031,367.5,6.75
2024,6,山坡地,单季,180203.7358921853,661.0269305687972,472.5,3.5
2024,6,平旱地,单季,180203.7358921853,734.4743672986634,472.5,3.5
2024,6,梯田,单季,180203.7358921853,697.7506489337303,472.5,3.5
2024,7,山坡地,单季,140247.06589194702,838.470770793996,525.0,3.0
2024,7,平旱地,单季,140247.06589194702,931.6341897711068,525.0,3.0
2024,7,梯田,单季,140247.06589194702,885.0524802825514,525.0,3.0
2024,8,山坡地,单季,68472.74291170093,334.64984709980314,378.0,6.75
2024,8,平旱地,单季,68472.74291170093,371.8331634442257,378.0,6.75
2024,8,梯田,单季,68472.74291170093,353.24150527201436,378.0,6.75
2024,9,山坡地,单季,28957.996134552926,530.5866475519033,420.0,6.0
2024,9,平旱地,单季,28957.996134552926,586.4378736099983,420.0,6.0
2024,9,梯田,单季,28957.996134552926,558.5122605809509,420.0,6.0
2024,10,山坡地,单季,12000.613197230936,440.5700598047314,378.0,7.5
2024,10,平旱地,单季,12000.613197230936,486.9458555736505,378.0,7.5
2024,10,梯田,单季,12000.613197230936,463.75795768919096,378.0,7.5
2024,11,山坡地,单季,1441.5475758609525,92.9976946816087,367.5,40.0
2024,11,平旱地,单季,1441.5475758609525,102.29746414976958,367.5,40.0
2024,11,梯田,单季,1441.5475758609525,97.64757941568914,367.5,40.0
2024,12,山坡地,单季,33731.62273609259,2480.3216984531045,1050.0,1.5
2024,12,平旱地,单季,33731.62273609259,2755.912998281227,1050.0,1.5
2024,12,梯田,单季,33731.62273609259,2618.117348367166,1050.0,1.5
2024,13,山坡地,单季,34599.85681060657,1841.655194462328,2100.0,3.25
2024,13,平旱地,单季,34599.85681060657,2025.8207139085607,2100.0,3.25
2024,13,梯田,单季,34599.85681060657,1933.7379541854443,2100.0,3.25
2024,14,山坡地,单季,13429.114406903325,353.64509776287287,420.0,5.5
2024,14,平旱地,单季,13429.114406903325,390.8708975273858,420.0,5.5
2024,14,梯田,单季,13429.114406903325,372.25799764512936,420.0,5.5
2024,15,山坡地,单季,9611.859185868512,436.0100076227828,367.5,3.5
2024,15,平旱地,单季,9611.859185868512,481.90579789886516,367.5,3.5
2024,15,梯田,单季,9611.859185868512,458.95790276082397,367.5,3.5
2024,16,水浇地,单季,20192.47191446971,456.3031109024027,714.0,7.0
2024,17,普通大棚,第一季,35009.572021968605,3319.606606079947,2520.0,8.24
2024,17,智慧大棚,第一季,35009.572021968605,3319.606606079947,2520.0,8.24
2024,17,智慧大棚,第二季,0.0,2950.76142762662,2772.0,9.888000000000002
2024,17,水浇地,第一季,35009.572021968605,2766.3388383999563,2100.0,8.24
2024,18,普通大棚,第一季,25951.523765598846,2229.044113581508,1260.0,6.952500000000001
2024,18,智慧大棚,第一季,25951.523765598846,2229.044113581508,1260.0,6.952500000000001
2024,18,智慧大棚,第二季,0.0,2043.2904374497157,1386.0,8.343
2024,18,水浇地,第一季,25951.523765598846,1857.5367613179233,1050.0,6.952500000000001
2024,19,普通大棚,第一季,6204.582144344733,3355.411833707192,2520.0,6.695
2024,19,智慧大棚,第一季,6204.582144344733,3355.411833707192,2520.0,6.695
2024,19,智慧大棚,第二季,0.0,2982.588296628615,2772.0,8.034
2024,19,水浇地,第一季,6204.582144344733,2796.1765280893264,2100.0,6.695
2024,20,普通大棚,第一季,28874.922866240224,2229.4366183052966,2520.0,3.8625000000000003
2024,20,智慧大棚,第一季,28874.922866240224,2229.4366183052966,2520.0,3.8625000000000003
2024,20,智慧大棚,第二季,0.0,2043.650233446522,2772.0,4.635
2024,20,水浇地,第一季,28874.922866240224,1857.8638485877473,2100.0,3.8625000000000003
2024,21,普通大棚,第一季,33921.35664135915,2774.506367751163,2520.0,6.4375
2024,21,智慧大棚,第一季,33921.35664135915,2774.506367751163,2520.0,6.4375
