plot_id,year,season,crop_id,area
A1,2024,单季,1,0.0
A1,2024,单季,2,0.0
A1,2024,单季,3,0.0
A1,2024,单季,4,0.0
A1,2024,单季,5,0.0
A1,2024,单季,6,0.0
A1,2024,单季,7,0.0
A1,2024,单季,8,0.0
A1,2024,单季,9,0.0
A1,2024,单季,10,0.0
A1,2024,单季,11,0.0
A1,2024,单季,12,0.0
A1,2024,单季,13,0.0
A1,2024,单季,14,0.0
A1,2024,单季,15,0.0
A1,2025,单季,1,0.0
A1,2025,单季,2,0.0
A1,2025,单季,3,0.0
A1,2025,单季,4,80.0
A1,2025,单季,5,0.0
A1,2025,单季,6,0.0
A1,2025,单季,7,0.0
A1,2025,单季,8,0.0
A1,2025,单季,9,0.0
A1,2025,单季,10,0.0
A1,2025,单季,11,0.0
A1,2025,单季,12,0.0
A1,2025,单季,13,0.0
A1,2025,单季,14,0.0
A1,2025,单季,15,0.0
A1,2026,单季,1,0.0
A1,2026,单季,2,0.0
A1,2026,单季,3,0.0
A1,2026,单季,4,0.0
A1,2026,单季,5,0.0
A1,2026,单季,6,0.0
A1,2026,单季,7,78.82710461928087
A1,2026,单季,8,0.0
A1,2026,单季,9,0.0
A1,2026,单季,10,0.0
A1,2026,单季,11,0.0
A1,2026,单季,12,0.0
A1,2026,单季,13,0.0
A1,2026,单季,14,0.0
A1,2026,单季,15,0.0
A1,2027,单季,1,0.0
A1,2027,单季,2,0.0
A1,2027,单季,3,0.0
A1,2027,单季,4,80.0
A1,2027,单季,5,0.0
A1,2027,单季,6,0.0
A1,2027,单季,7,0.0
A1,2027,单季,8,0.0
A1,2027,单季,9,0.0
A1,2027,单季,10,0.0
A1,2027,单季,11,0.0
A1,2027,单季,12,0.0
A1,2027,单季,13,0.0
A1,2027,单季,14,0.0
A1,2027,单季,15,0.0
A1,2028,单季,1,0.0
A1,2028,单季,2,0.0
A1,2028,单季,3,0.0
A1,2028,单季,4,0.0
A1,2028,单季,5,0.0
A1,2028,单季,6,0.0
A1,2028,单季,7,0.0
A1,2028,单季,8,0.0
A1,2028,单季,9,0.0
A1,2028,单季,10,0.0
A1,2028,单季,11,0.0
A1,2028,单季,12,0.0
A1,2028,单季,13,0.0
A1,2028,单季,14,0.0
A1,2028,单季,15,0.0
A1,2029,单季,1,0.0
A1,2029,单季,2,0.0
A1,2029,单季,3,0.0
A1,2029,单季,4,0.0
A1,2029,单季,5,0.0
A1,2029,单季,6,33.33417952138294
A1,2029,单季,7,0.0
A1,2029,单季,8,46.66582047861705
A1,2029,单季,9,0.0
A1,2029,单季,10,0.0
A1,2029,单季,11,0.0
A1,2029,单季,12,0.0
A1,2029,单季,13,0.0
A1,2029,单季,14,0.0
A1,2029,单季,15,0.0
A1,2030,单季,1,25.610245783036497
A1,2030,单季,2,0.0
A1,2030,单季,3,0.0
A1,2030,单季,4,54.3897542169635
A1,2030,单季,5,0.0
A1,2030,单季,6,0.0
A1,2030,单季,7,0.0
A1,2030,单季,8,0.0
A1,2030,单季,9,0.0
A1,2030,单季,10,0.0
A1,2030,单季,11,0.0
A1,2030,单季,12,0.0
A1,2030,单季,13,0.0
A1,2030,单季,14,0.0
A1,2030,单季,15,0.0
A2,2024,单季,1,0.0
A2,2024,单季,2,0.0
A2,2024,单季,3,0.0
A2,2024,单季,4,0.0
A2,2024,单季,5,0.0
A2,2024,单季,6,0.0
A2,2024,单季,7,0.0
A2,2024,单季,8,0.0
A2,2024,单季,9,0.0
A2,2024,单季,10,0.0
A2,2024,单季,11,0.0
A2,2024,单季,12,0.0
A2,2024,单季,13,0.0
A2,2024,单季,14,0.0
A2,2024,单季,15,0.0
A2,2025,单季,1,55.0
A2,2025,单季,2,0.0
A2,2025,单季,3,0.0
A2,2025,单季,4,0.0
A2,2025,单季,5,0.0
A2,2025,单季,6,0.0
A2,2025,单季,7,0.0
A2,2025,单季,8,0.0
A2,2025,单季,9,0.0
A2,2025,单季,10,0.0
A2,2025,单季,11,0.0
A2,2025,单季,12,0.0
A2,2025,单季,13,0.0
A2,2025,单季,14,0.0
A2,2025,单季,15,0.0
A2,2026,单季,1,0.0
A2,2026,单季,2,0.0
A2,2026,单季,3,0.0
A2,2026,单季,4,0.0
A2,2026,单季,5,0.0
A2,2026,单季,6,55.0
A2,2026,单季,7,0.0
A2,2026,单季,8,0.0
A2,2026,单季,9,0.0
A2,2026,单季,10,0.0
A2,2026,单季,11,0.0
A2,2026,单季,12,0.0
A2,2026,单季,13,0.0
A2,2026,单季,14,0.0
A2,2026,单季,15,0.0
A2,2027,单季,1,0.0
A2,2027,单季,2,0.0
A2,2027,单季,3,0.0
A2,2027,单季,4,0.0
A2,2027,单季,5,0.0
A2,2027,单季,6,0.0
A2,2027,单季,7,0.0
A2,2027,单季,8,0.0
A2,2027,单季,9,0.0
A2,2027,单季,10,0.0
A2,2027,单季,11,0.0
A2,2027,单季,12,0.0
A2,2027,单季,13,0.0
A2,2027,单季,14,0.0
A2,2027,单季,15,0.0
A2,2028,单季,1,55.0
A2,2028,单季,2,0.0
A2,2028,单季,3,0.0
A2,2028,单季,4,0.0
A2,2028,单季,5,0.0
A2,2028,单季,6,0.0
A2,2028,单季,7,0.0
A2,2028,单季,8,0.0
A2,2028,单季,9,0.0
A2,2028,单季,10,0.0
A2,2028,单季,11,0.0
A2,2028,单季,12,0.0
A2,2028,单季,13,0.0
A2,2028,单季,14,0.0
A2,2028,单季,15,0.0
A2,2029,单季,1,0.0
A2,2029,单季,2,0.0
A2,2029,单季,3,0.0
A2,2029,单季,4,0.0
A2,2029,单季,5,0.0
A2,2029,单季,6,0.0
A2,2029,单季,7,0.0
A2,2029,单季,8,0.0
A2,2029,单季,9,0.0
A2,2029,单季,10,0.0
A2,2029,单季,11,0.0
A2,2029,单季,12,0.0
A2,2029,单季,13,0.0
A2,2029,单季,14,0.0
A2,2029,单季,15,0.0
A2,2030,单季,1,0.0
A2,2030,单季,2,0.0
A2,2030,单季,3,0.0
A2,2030,单季,4,0.0
A2,2030,单季,5,0.0
A2,2030,单季,6,0.0
A2,2030,单季,7,0.0
A2,2030,单季,8,45.57927836780632
A2,2030,单季,9,0.0
A2,2030,单季,10,0.0
A2,2030,单季,11,0.0
A2,2030,单季,12,0.0
A2,2030,单季,13,0.0
A2,2030,单季,14,0.0
A2,2030,单季,15,0.0
A3,2024,单季,1,0.0
A3,2024,单季,2,0.0
A3,2024,单季,3,0.0
A3,2024,单季,4,0.0
A3,2024,单季,5,0.0
A3,2024,单季,6,0.0
A3,2024,单季,7,0.0
A3,2024,单季,8,0.0
A3,2024,单季,9,0.0
A3,2024,单季,10,0.0
A3,2024,单季,11,0.0
A3,2024,单季,12,0.0
A3,2024,单季,13,0.0
A3,2024,单季,14,0.0
A3,2024,单季,15,0.0
A3,2025,单季,1,0.0
A3,2025,单季,2,0.0
A3,2025,单季,3,0.0
A3,2025,单季,4,35.0
A3,2025,单季,5,0.0
A3,2025,单季,6,0.0
A3,2025,单季,7,0.0
A3,2025,单季,8,-0.0
A3,2025,单季,9,0.0
A3,2025,单季,10,0.0
A3,2025,单季,11,0.0
A3,2025,单季,12,0.0
A3,2025,单季,13,0.0
A3,2025,单季,14,0.0
A3,2025,单季,15,0.0
A3,2026,单季,1,0.0
A3,2026,单季,2,0.0
A3,2026,单季,3,0.0
A3,2026,单季,4,0.0
A3,2026,单季,5,0.0
A3,2026,单季,6,0.0
A3,2026,单季,7,35.0
A3,2026,单季,8,0.0
A3,2026,单季,9,0.0
A3,2026,单季,10,0.0
A3,2026,单季,11,0.0
A3,2026,单季,12,0.0
A3,2026,单季,13,0.0
A3,2026,单季,14,0.0
A3,2026,单季,15,0.0
A3,2027,单季,1,0.0
A3,2027,单季,2,0.0
A3,2027,单季,3,0.0
A3,2027,单季,4,34.11390873720117
A3,2027,单季,5,0.0
A3,2027,单季,6,0.0
A3,2027,单季,7,0.0
A3,2027,单季,8,0.0
A3,2027,单季,9,0.0
A3,2027,单季,10,0.0
A3,2027,单季,11,0.0
A3,2027,单季,12,0.0
A3,2027,单季,13,0.0
A3,2027,单季,14,0.0
A3,2027,单季,15,0.0
A3,2028,单季,1,0.8860912627988284
A3,2028,单季,2,0.0
A3,2028,单季,3,0.0
A3,2028,单季,4,0.0
A3,2028,单季,5,0.0
A3,2028,单季,6,0.0
A3,2028,单季,7,0.0
A3,2028,单季,8,0.0
A3,2028,单季,9,0.0
A3,2028,单季,10,0.0
A3,2028,单季,11,0.0
A3,2028,单季,12,0.0
A3,2028,单季,13,0.0
A3,2028,单季,14,0.0
A3,2028,单季,15,0.0
A3,2029,单季,1,0.0
A3,2029,单季,2,0.0
A3,2029,单季,3,0.0
A3,2029,单季,4,0.0
A3,2029,单季,5,0.0
A3,2029,单季,6,0.0
A3,2029,单季,7,34.99999999999999
A3,2029,单季,8,4.306756885410337e-14
A3,2029,单季,9,0.0
A3,2029,单季,10,0.0
A3,2029,单季,11,0.0
A3,2029,单季,12,0.0
A3,2029,单季,13,0.0
A3,2029,单季,14,0.0
A3,2029,单季,15,0.0
A3,2030,单季,1,34.11390873720117
A3,2030,单季,2,0.0
A3,2030,单季,3,0.0
A3,2030,单季,4,0.0
A3,2030,单季,5,0.0
A3,2030,单季,6,0.0
A3,2030,单季,7,0.0
A3,2030,单季,8,0.0
A3,2030,单季,9,0.0
A3,2030,单季,10,0.0
A3,2030,单季,11,0.0
A3,2030,单季,12,0.0
A3,2030,单季,13,0.0
A3,2030,单季,14,0.0
A3,2030,单季,15,0.0
A4,2024,单季,1,0.0
A4,2024,单季,2,0.0
A4,2024,单季,3,0.0
A4,2024,单季,4,0.0
A4,2024,单季,5,0.0
