scenario_id,objective,normal_revenue,excess_revenue,planting_cost,total_production,normal_sales,excess_sales
0,33164001.380284347,38836558.84659387,0.0,5672557.466309523,7453365.433433819,6785074.520936233,668290.9124975856
1,33247935.181015544,38901364.8182724,0.0,5653429.637256853,7497552.435460531,6824130.9375109635,673421.4979495679
2,33418485.262078084,39073490.698191576,0.0,5655005.436113492,7430217.196777839,6818518.167669292,611699.029108547
3,33352291.589520004,39015792.62060544,0.0,5663501.031085436,7387170.464368303,6733061.4171907,654109.0471776042
4,33579336.47025792,39255367.14978359,0.0,5676030.679525664,7431026.836771486,6768154.4569204105,662872.3798510754
5,33376915.425073676,39057946.45330888,0.0,5681031.0282352045,7437167.953730391,6807846.692386358,629321.2613440326
6,33128518.70093348,38789568.51559471,0.0,5661049.8146612365,7422331.0912369685,6740923.13619026,681407.9550467085
7,33350965.12282949,38990575.29550265,0.0,5639610.1726731565,7458219.9351851,6807000.108482013,651219.8267030865
8,33365391.183423534,39013326.62716442,0.0,5647935.443740889,7402157.544874698,6817948.389592986,584209.1552817121
9,33779787.74511606,39443390.50075378,0.0,5663602.755637722,7574496.665291941,6858859.252829537,715637.412462404
10,32998351.139812145,38662056.62319857,0.0,5663705.4833864225,7365457.634559592,6785190.9289781265,580266.705581467
11,33278746.694347486,38960413.66467895,0.0,5681666.970331466,7397901.260551203,6798514.438982436,599386.8215687671
12,33345126.581620038,39019311.70587915,0.0,5674185.124259114,7411158.060240032,6786949.513492787,624208.5467472437
13,33729119.250238694,39395344.35614245,0.0,5666225.105903753,7463200.898296701,6886489.168980047,576711.7293166533
14,33272851.990766756,38943341.74214181,0.0,5670489.751375059,7464406.699885482,6798762.95257592,665643.747309562
15,33503993.48094016,39187294.63535658,0.0,5683301.154416422,7496772.902701829,6853097.208041217,643675.6946606108
16,33437133.555069424,39083770.691425584,0.0,5646637.136356162,7363095.815250227,6761743.364578381,601352.4506718458
17,33092745.831304464,38743345.65471099,0.0,5650599.823406529,7396595.7705040425,6724847.106418967,671748.664085076
18,33158965.758266106,38821277.87851834,0.0,5662312.120252239,7412973.288222766,6803036.418657185,609936.869565581
19,33376006.299437962,39016356.71577324,0.0,5640350.416335277,7381942.371403999,6783049.311340341,598893.060063657
20,33363040.515381016,39038116.32007703,0.0,5675075.804696017,7469080.052517347,6818403.033135774,650677.0193815731
21,33543031.34234607,39215284.523373,0.0,5672253.181026933,7476737.538643087,6833865.498137932,642872.0405051555
22,33097526.08420955,38740946.765547946,0.0,5643420.681338396,7428761.497597316,6819824.102711624,608937.3948856939
23,33291380.774342,38963676.756681025,0.0,5672295.982339026,7497669.237602183,6762355.84042132,735313.3971808627
24,33245004.07989954,38904377.689421035,0.0,5659373.609521496,7374212.44380535,6781659.876885547,592552.5669198034
25,33217267.915059526,38895840.007731184,0.0,5678572.092671659,7358342.807169814,6773474.354150978,584868.4530188361
26,33050502.301076,38707335.433421485,0.0,5656833.132345486,7450903.200071562,6842765.01157986,608138.1884917029
27,33144333.643744983,38812586.26018382,0.0,5668252.616438835,7442402.997599123,6808452.217540124,633950.7800589987
28,33518693.57017642,39183725.49526796,0.0,5665031.9250915395,7424133.587279723,6806406.807187511,617726.7800922116
29,33417325.325945746,39071370.58965309,0.0,5654045.263707343,7415922.142248798,6753344.5935782865,662577.548670511
30,33366470.86582139,39015585.49583456,0.0,5649114.630013168,7453643.946829891,6766130.4952540565,687513.4515758331
31,33027098.395421654,38665642.4532378,0.0,5638544.057816148,7418493.187258683,6775031.237884168,643461.9493745165
32,33225171.404346794,38900710.543975316,0.0,5675539.139628524,7431988.74813505,6798246.223178915,633742.5249561358
33,33207296.025136787,38868754.65985778,0.0,5661458.634720993,7447816.922392848,6773507.703141173,674309.2192516754
34,33021171.578120966,38699733.96975008,0.0,5678562.391629111,7414380.517180057,6782128.155395459,632252.3617845979
35,32937603.40137258,38582049.87489165,0.0,5644446.473519072,7387405.792912196,6762475.135367548,624930.6575446496
36,33358987.59821623,38984916.313134626,0.0,5625928.7149183955,7472319.150182308,6848431.220589079,623887.9295932279
37,33165674.473024253,38839761.90074155,0.0,5674087.427717294,7405274.489274317,6769731.486821874,635543.0024524431
38,34111649.81580047,39763037.47397433,0.0,5651387.658173855,7552430.092438547,6909422.065188071,643008.0272504761
39,33451161.5913454,39145746.9245711,0.0,5694585.333225697,7404496.424710497,6800624.026344546,603872.3983659516
40,32888416.919092234,38566471.45397957,0.0,5678054.5348873325,7369992.9455075795,6749488.4949919805,620504.4505155988
41,33753918.98988016,39414903.64341668,0.0,5660984.653536518,7408581.856897883,6802422.439841076,606159.4170568071
42,33158053.58471714,38811357.64160065,0.0,5653304.056883515,7474181.78997452,6799465.790209182,674715.9997653386
