year,crop_id,plot_type,season,production,planting_cost,demand,price,normal_sales,excess_sales,normal_revenue,excess_revenue,profit
2024,1,山坡地,单季,4309.793632569579,5662.47215377062,5181.7081124524975,3.25,4309.793632569579,0.0,14006.829305851132,0.0,8344.357152080513
2024,1,平旱地,单季,40519.42731475673,47913.22591652063,27635.776599746652,3.25,27635.776599746652,12883.650715010077,89816.27394917663,0.0,41903.048032656
2024,1,梯田,单季,20996.430517646666,26134.486863556707,21878.3231414661,3.25,20996.430517646666,0.0,68238.39918235167,0.0,42103.91231879496
2024,2,山坡地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2024,2,平旱地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2024,2,梯田,单季,0.0,0.0,20983.650347256178,7.5,0.0,0.0,0.0,0.0,0.0
2024,3,山坡地,单季,6073.009460208426,6899.938367605811,6902.523386636093,8.25,6073.009460208426,0.0,50102.328046719515,0.0,43202.3896791137
2024,3,平旱地,单季,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0
2024,3,梯田,单季,33074.20907756932,35599.969464377915,14571.993816231754,8.25,14571.993816231754,18502.215261337566,120218.94898391196,0.0,84618.97951953404
2024,4,山坡地,单季,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2024,4,平旱地,单季,25667.952513758577,30333.594376443732,22825.884330891076,7.0,22825.884330891076,2842.0681828675006,159781.19031623754,0.0,129447.5959397938
2024,4,梯田,单季,16638.333504454222,20854.346133805066,8861.81391669889,7.0,8861.81391669889,7776.519587755332,62032.697416892224,0.0,41178.35128308716
2024,5,山坡地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2024,5,平旱地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2024,5,梯田,单季,12737.704922133935,13318.881736693791,9449.245720328765,6.75,9449.245720328765,3288.45920180517,63782.408612219166,0.0,50463.52687552538
2024,6,山坡地,单季,20410.60552970826,14953.763300263525,20410.60552970826,3.5,20410.60552970826,0.0,71437.11935397891,0.0,56483.35605371538
2024,6,平旱地,单季,67195.40915130293,44307.44681559565,67195.40915130293,3.5,67195.40915130293,0.0,235183.93202956024,0.0,190876.4852139646
2024,6,梯田,单季,88830.9599190972,61656.35862244161,91763.73062224804,3.5,88830.9599190972,0.0,310908.3597168402,0.0,249252.0010943986
2024,7,山坡地,单季,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024,7,平旱地,单季,0.0,0.0,94935.73739882447,3.0,0.0,0.0,0.0,0.0,0.0
2024,7,梯田,单季,45094.47526444162,28173.817088132564,45094.47526444162,3.0,45094.47526444162,0.0,135283.42579332486,0.0,107109.6087051923
2024,8,山坡地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2024,8,平旱地,单季,0.0,0.0,21082.474238024053,6.75,0.0,0.0,0.0,0.0,0.0
2024,8,梯田,单季,11988.996936362382,13359.714414049167,47339.737607199466,6.75,11988.996936362382,0.0,80925.72932044609,0.0,67566.01490639691
2024,9,山坡地,单季,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2024,9,平旱地,单季,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2024,9,梯田,单季,28801.581822043143,22397.37611276234,28801.581822043143,6.0,28801.581822043143,0.0,172809.49093225886,0.0,150412.11481949652
2024,10,山坡地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2024,10,平旱地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2024,10,梯田,单季,11936.174515602897,9994.14122564625,11936.174515602897,7.5,11936.174515602897,0.0,89521.30886702173,0.0,79527.16764137548
2024,11,山坡地,单季,1438.6215888586107,5932.919427396918,1438.6215888586107,40.0,1438.6215888586107,0.0,57544.863554344425,0.0,51611.94412694751
2024,11,平旱地,单季,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2024,11,梯田,单季,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2024,12,山坡地,单季,32912.64047723019,14276.102842039647,33633.813510622764,1.5,32912.64047723019,0.0,49368.960715845285,0.0,35092.85787380564
2024,12,平旱地,单季,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2024,12,梯田,单季,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2024,13,山坡地,单季,27745.552371131045,32387.444367796208,34540.88476957162,3.25,27745.552371131045,0.0,90173.0452061759,0.0,57785.60083837969
2024,13,平旱地,单季,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0
2024,13,梯田,单季,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0
