year,crop_id,season,production,planting_cost,demand,price,normal_sales,excess_sales,normal_revenue,excess_revenue,profit
2024,1,单季,36784.0,41580.0,57000.0,3.25,36784.0,0.0,119548.0,0.0,77968.0
2024,2,单季,27075.0,25200.0,21850.0,7.5,21850.0,5225.0,163875.0,0.0,138675.0
2024,3,单季,53010.0,53287.5,22400.0,8.25,22400.0,30610.0,184800.0,0.0,131512.5
2024,4,单季,17955.0,22050.0,33040.0,7.0,17955.0,0.0,125685.0,0.0,103635.0
2024,6,单季,183653.0,116073.71222613951,183653.0,3.5,183653.0,0.0,642785.5,0.0,526711.7877738605
2024,7,单季,142706.25,80804.18975069252,142706.25,3.0,142706.25,0.0,428118.75,0.0,347314.5602493075
2024,8,单季,69673.0,72954.0,71400.0,6.75,69673.0,0.0,470292.75,0.0,397338.75
2024,9,单季,29999.999999999996,22105.263157894737,30000.0,6.0,29999.999999999996,0.0,179999.99999999997,0.0,157894.73684210522
2024,11,单季,1500.0,5802.631578947368,1500.0,40.0,1500.0,0.0,60000.0,0.0,54197.36842105263
2024,12,单季,35100.0,12931.578947368422,35100.0,1.5,35100.0,0.0,52650.0,0.0,39718.42105263158
2024,13,单季,36000.0,36172.24880382775,36000.0,3.25,36000.0,0.0,117000.0,0.0,80827.75119617225
2024,14,单季,1997.4162679425826,2207.6706119365385,14000.0,5.5,1997.4162679425826,0.0,10985.789473684204,0.0,8778.118861747666
2024,15,单季,10000.0,8144.04432132964,10000.0,3.5,10000.0,0.0,35000.0,0.0,26855.95567867036
2024,16,单季,15200.0,22848.0,21000.0,7.0,15200.0,0.0,106400.0,0.0,83552.0
2024,18,第一季,38000.0,21000.0,26880.0,7.0875,26880.0,11120.0,190512.0,0.0,169512.0
2024,19,第一季,62700.0,46200.0,6480.0,6.825,6480.0,56220.0,44226.0,0.0,-1974.0
2024,21,第一季,11070.0,9788.21052631579,35400.0,6.5625,11070.0,0.0,72646.875,0.0,62858.66447368421
2024,22,第一季,43200.0,14324.21052631579,43200.0,5.775,43200.0,0.0,249480.00000000003,0.0,235155.78947368424
2024,29,第一季,9000.0,2403.9473684210525,9000.0,7.3500000000000005,9000.0,0.0,66150.0,0.0,63746.05263157895
2024,32,第一季,3600.0,1657.8947368421052,3600.0,4.7250000000000005,3600.0,0.0,17010.000000000004,0.0,15352.105263157899
2024,33,第一季,1800.0,828.9473684210526,1800.0,4.7250000000000005,1800.0,0.0,8505.000000000002,0.0,7676.052631578949
2024,35,第二季,104500.0,46200.0,150000.0,2.625,104500.0,0.0,274312.5,0.0,228112.5
