year,crop_id,season,production,planting_cost,demand,price,normal_sales,excess_sales,normal_revenue,excess_revenue,profit
2024,1,单季,29544.848484848484,31099.840510366826,57000.0,3.25,29544.848484848484,0.0,96020.75757575757,0.0,64920.91706539074
2024,2,单季,16625.0,14000.0,21850.0,7.5,16625.0,0.0,124687.5,0.0,110687.5
2024,3,单季,22400.0,20631.57894736842,22400.0,8.25,22400.0,0.0,184800.0,0.0,164168.42105263157
2024,4,单季,33040.0,35806.06060606061,33040.0,7.0,33040.0,0.0,231280.0,0.0,195473.9393939394
2024,5,单季,9875.0,8750.0,9875.0,6.75,9875.0,0.0,66656.25,0.0,57906.25
2024,6,单季,170840.0,96097.5,170840.0,3.5,170840.0,0.0,597940.0,0.0,501842.5
2024,7,单季,118636.36363636365,59318.18181818182,132750.0,3.0,118636.36363636365,0.0,355909.09090909094,0.0,296590.9090909091
2024,8,单季,53580.0,50760.0,71400.0,6.75,53580.0,0.0,361665.0,0.0,310905.0
2024,9,单季,30000.0,20000.0,30000.0,6.0,30000.0,0.0,180000.0,0.0,160000.0
2024,10,单季,12500.0,9000.0,12500.0,7.5,12500.0,0.0,93750.0,0.0,84750.0
2024,11,单季,1500.0,5250.0,1500.0,40.0,1500.0,0.0,60000.0,0.0,54750.0
2024,12,单季,35100.0,11700.0,35100.0,1.5,35100.0,0.0,52650.0,0.0,40950.0
2024,13,单季,36000.0,32727.272727272728,36000.0,3.25,36000.0,0.0,117000.0,0.0,84272.72727272726
2024,14,单季,11200.0,11200.0,14000.0,5.5,11200.0,0.0,61600.0,0.0,50400.0
2024,15,单季,8550.0,6300.0,10000.0,3.5,8550.0,0.0,29925.0,0.0,23625.0
2024,16,单季,17500.0,23800.0,21000.0,7.0,17500.0,0.0,122500.0,0.0,98700.0
2024,20,第一季,30000.0,30000.0,30000.0,3.75,30000.0,0.0,112500.0,0.0,82500.0
2024,21,第一季,35400.0,28960.0,35400.0,6.25,35400.0,0.0,221250.0,0.0,192290.0
2024,22,第一季,43200.0,12960.0,43200.0,5.5,43200.0,0.0,237600.0,0.0,224640.0
2024,24,第一季,1799.9999999999998,1199.9999999999998,1800.0,5.25,1799.9999999999998,0.0,9449.999999999998,0.0,8249.999999999998
2024,27,第一季,4500.0,1756.09756097561,4500.0,5.0,4500.0,0.0,22500.0,0.0,20743.90243902439
2024,29,第一季,9000.0,2100.0,9000.0,7.0,9000.0,0.0,63000.0,0.0,60900.0
2024,30,第一季,1500.0,585.3658536585366,1500.0,5.25,1500.0,0.0,7875.0,0.0,7289.634146341464
